step,raw_hrv,raw_eda,action,tempo_bin,complexity_bin,output_file
20,43.30844630480074,3.068604405717079,0,TEMPO_SLOW,COMPLEXITY_LOW,step020_TEMPO_SLOW_COMPLEXITY_LOW.mid
21,40.23203673747269,2.9837516014699017,0,TEMPO_SLOW,COMPLEXITY_LOW,step021_TEMPO_SLOW_COMPLEXITY_LOW.mid
22,64.21410152668496,2.9046435038663696,0,TEMPO_SLOW,COMPLEXITY_LOW,step022_TEMPO_SLOW_COMPLEXITY_LOW.mid
23,59.34563810344247,2.81811134918843,0,TEMPO_SLOW,COMPLEXITY_LOW,step023_TEMPO_SLOW_COMPLEXITY_LOW.mid
24,65.63151195714659,2.7442739758993464,0,TEMPO_SLOW,COMPLEXITY_LOW,step024_TEMPO_SLOW_COMPLEXITY_LOW.mid
25,48.3121421567846,2.677152030795374,0,TEMPO_SLOW,COMPLEXITY_LOW,step025_TEMPO_SLOW_COMPLEXITY_LOW.mid
26,42.2155437437528,2.6164034216124854,0,TEMPO_SLOW,COMPLEXITY_LOW,step026_TEMPO_SLOW_COMPLEXITY_LOW.mid
27,48.33485805711404,2.5555622529342727,0,TEMPO_SLOW,COMPLEXITY_LOW,step027_TEMPO_SLOW_COMPLEXITY_LOW.mid
28,63.564496922548656,2.4969582137220248,0,TEMPO_SLOW,COMPLEXITY_LOW,step028_TEMPO_SLOW_COMPLEXITY_LOW.mid
29,61.82118900854981,2.4433503203756506,0,TEMPO_SLOW,COMPLEXITY_LOW,step029_TEMPO_SLOW_COMPLEXITY_LOW.mid
30,47.84351855344354,2.391724456186838,0,TEMPO_SLOW,COMPLEXITY_LOW,step030_TEMPO_SLOW_COMPLEXITY_LOW.mid
31,98.82237959450202,2.3546073894520503,2,TEMPO_FAST,COMPLEXITY_LOW,step031_TEMPO_FAST_COMPLEXITY_LOW.mid
32,102.03113497672275,2.305086506058304,2,TEMPO_FAST,COMPLEXITY_LOW,step032_TEMPO_FAST_COMPLEXITY_LOW.mid
33,56.69447096982872,2.2560582076731737,0,TEMPO_SLOW,COMPLEXITY_LOW,step033_TEMPO_SLOW_COMPLEXITY_LOW.mid
34,59.10212538047845,2.218795927285853,0,TEMPO_SLOW,COMPLEXITY_LOW,step034_TEMPO_SLOW_COMPLEXITY_LOW.mid
35,38.21043189694918,2.181427146936663,0,TEMPO_SLOW,COMPLEXITY_LOW,step035_TEMPO_SLOW_COMPLEXITY_LOW.mid
36,54.87377994468252,2.1417828985363045,0,TEMPO_SLOW,COMPLEXITY_LOW,step036_TEMPO_SLOW_COMPLEXITY_LOW.mid
37,43.26387087618369,2.1057123913393085,0,TEMPO_SLOW,COMPLEXITY_LOW,step037_TEMPO_SLOW_COMPLEXITY_LOW.mid
38,21.17249589822365,2.06818839823117,0,TEMPO_SLOW,COMPLEXITY_LOW,step038_TEMPO_SLOW_COMPLEXITY_LOW.mid
39,45.6529621153681,2.033688342870287,0,TEMPO_SLOW,COMPLEXITY_LOW,step039_TEMPO_SLOW_COMPLEXITY_LOW.mid
40,57.357712956685454,1.9989585609508536,0,TEMPO_SLOW,COMPLEXITY_LOW,step040_TEMPO_SLOW_COMPLEXITY_LOW.mid
41,47.42914514856672,1.970846771411209,0,TEMPO_SLOW,COMPLEXITY_LOW,step041_TEMPO_SLOW_COMPLEXITY_LOW.mid
42,26.843185099217838,1.9308504704871088,0,TEMPO_SLOW,COMPLEXITY_LOW,step042_TEMPO_SLOW_COMPLEXITY_LOW.mid
43,50.201079898798646,1.8990349303363887,0,TEMPO_SLOW,COMPLEXITY_LOW,step043_TEMPO_SLOW_COMPLEXITY_LOW.mid
44,37.73520343434357,1.8786764727724865,0,TEMPO_SLOW,COMPLEXITY_LOW,step044_TEMPO_SLOW_COMPLEXITY_LOW.mid
45,32.285829214828205,1.8480975166707692,0,TEMPO_SLOW,COMPLEXITY_LOW,step045_TEMPO_SLOW_COMPLEXITY_LOW.mid
46,57.8284271282471,1.8160175483538843,0,TEMPO_SLOW,COMPLEXITY_LOW,step046_TEMPO_SLOW_COMPLEXITY_LOW.mid
47,63.74491139791484,1.7946827476363962,0,TEMPO_SLOW,COMPLEXITY_LOW,step047_TEMPO_SLOW_COMPLEXITY_LOW.mid
48,27.63732788084481,1.763768861773707,0,TEMPO_SLOW,COMPLEXITY_LOW,step048_TEMPO_SLOW_COMPLEXITY_LOW.mid
49,65.95556120920939,1.742105845936939,0,TEMPO_SLOW,COMPLEXITY_LOW,step049_TEMPO_SLOW_COMPLEXITY_LOW.mid
50,125.84900298475657,1.7280783573484784,2,TEMPO_FAST,COMPLEXITY_LOW,step050_TEMPO_FAST_COMPLEXITY_LOW.mid
51,59.35459931725022,1.7069606999671212,0,TEMPO_SLOW,COMPLEXITY_LOW,step051_TEMPO_SLOW_COMPLEXITY_LOW.mid
52,60.07169495130648,1.688970618651546,0,TEMPO_SLOW,COMPLEXITY_LOW,step052_TEMPO_SLOW_COMPLEXITY_LOW.mid
53,46.656947481584375,1.6671731772259806,0,TEMPO_SLOW,COMPLEXITY_LOW,step053_TEMPO_SLOW_COMPLEXITY_LOW.mid
54,47.804099311107166,1.6505824536470308,0,TEMPO_SLOW,COMPLEXITY_LOW,step054_TEMPO_SLOW_COMPLEXITY_LOW.mid
55,50.67485205501617,1.6445694541228186,0,TEMPO_SLOW,COMPLEXITY_LOW,step055_TEMPO_SLOW_COMPLEXITY_LOW.mid
56,35.7301552043887,1.613216412922437,0,TEMPO_SLOW,COMPLEXITY_LOW,step056_TEMPO_SLOW_COMPLEXITY_LOW.mid
57,36.754995649780994,1.598713149212257,0,TEMPO_SLOW,COMPLEXITY_LOW,step057_TEMPO_SLOW_COMPLEXITY_LOW.mid
58,32.97941362965707,1.5831364222181616,0,TEMPO_SLOW,COMPLEXITY_LOW,step058_TEMPO_SLOW_COMPLEXITY_LOW.mid
59,37.708972471067774,1.5714908350177148,0,TEMPO_SLOW,COMPLEXITY_LOW,step059_TEMPO_SLOW_COMPLEXITY_LOW.mid
60,48.33861101844719,1.5505091696551758,0,TEMPO_SLOW,COMPLEXITY_LOW,step060_TEMPO_SLOW_COMPLEXITY_LOW.mid
61,76.74186304488089,1.5376200330825724,0,TEMPO_SLOW,COMPLEXITY_LOW,step061_TEMPO_SLOW_COMPLEXITY_LOW.mid
62,70.21008319545653,1.5320361365287536,0,TEMPO_SLOW,COMPLEXITY_LOW,step062_TEMPO_SLOW_COMPLEXITY_LOW.mid
63,31.58285624995594,1.5122372436278126,0,TEMPO_SLOW,COMPLEXITY_LOW,step063_TEMPO_SLOW_COMPLEXITY_LOW.mid
64,49.07789172104189,1.4962870937705666,0,TEMPO_SLOW,COMPLEXITY_LOW,step064_TEMPO_SLOW_COMPLEXITY_LOW.mid
65,40.02521880751644,1.48935768959999,0,TEMPO_SLOW,COMPLEXITY_LOW,step065_TEMPO_SLOW_COMPLEXITY_LOW.mid
66,56.74667857026487,1.4716627282323471,0,TEMPO_SLOW,COMPLEXITY_LOW,step066_TEMPO_SLOW_COMPLEXITY_LOW.mid
67,29.35926778418951,1.4745008838150797,0,TEMPO_SLOW,COMPLEXITY_LOW,step067_TEMPO_SLOW_COMPLEXITY_LOW.mid
68,29.14075622679321,1.4497484838848749,0,TEMPO_SLOW,COMPLEXITY_LOW,step068_TEMPO_SLOW_COMPLEXITY_LOW.mid
69,47.04993246673914,1.43970068908436,0,TEMPO_SLOW,COMPLEXITY_LOW,step069_TEMPO_SLOW_COMPLEXITY_LOW.mid
70,41.18676008560523,1.426325687663784,0,TEMPO_SLOW,COMPLEXITY_LOW,step070_TEMPO_SLOW_COMPLEXITY_LOW.mid
71,82.54891168293564,1.418482348645917,0,TEMPO_SLOW,COMPLEXITY_LOW,step071_TEMPO_SLOW_COMPLEXITY_LOW.mid
72,52.17887032457482,1.410756315323493,0,TEMPO_SLOW,COMPLEXITY_LOW,step072_TEMPO_SLOW_COMPLEXITY_LOW.mid
73,75.39580161832461,1.394780737312476,0,TEMPO_SLOW,COMPLEXITY_LOW,step073_TEMPO_SLOW_COMPLEXITY_LOW.mid
74,39.22838529881044,1.3823339794200442,0,TEMPO_SLOW,COMPLEXITY_LOW,step074_TEMPO_SLOW_COMPLEXITY_LOW.mid
75,35.10140799935829,1.3711846772266054,0,TEMPO_SLOW,COMPLEXITY_LOW,step075_TEMPO_SLOW_COMPLEXITY_LOW.mid
76,44.264762534394585,1.3626885188017004,0,TEMPO_SLOW,COMPLEXITY_LOW,step076_TEMPO_SLOW_COMPLEXITY_LOW.mid
77,41.163504919907865,1.3466347769504912,0,TEMPO_SLOW,COMPLEXITY_LOW,step077_TEMPO_SLOW_COMPLEXITY_LOW.mid
78,44.4224718928415,1.333847493423345,0,TEMPO_SLOW,COMPLEXITY_LOW,step078_TEMPO_SLOW_COMPLEXITY_LOW.mid
79,99.72535982532357,1.3194838940855271,2,TEMPO_FAST,COMPLEXITY_LOW,step079_TEMPO_FAST_COMPLEXITY_LOW.mid
80,42.777969195908256,1.3084665289044524,0,TEMPO_SLOW,COMPLEXITY_LOW,step080_TEMPO_SLOW_COMPLEXITY_LOW.mid
81,32.05514728608289,1.2984203666890628,0,TEMPO_SLOW,COMPLEXITY_LOW,step081_TEMPO_SLOW_COMPLEXITY_LOW.mid
82,25.585536266575293,1.2897064650324843,0,TEMPO_SLOW,COMPLEXITY_LOW,step082_TEMPO_SLOW_COMPLEXITY_LOW.mid
83,41.5267036999255,1.2768180644261744,0,TEMPO_SLOW,COMPLEXITY_LOW,step083_TEMPO_SLOW_COMPLEXITY_LOW.mid
84,46.44651667848327,1.262337616758537,0,TEMPO_SLOW,COMPLEXITY_LOW,step084_TEMPO_SLOW_COMPLEXITY_LOW.mid
85,42.94725975171647,1.2446665431312436,0,TEMPO_SLOW,COMPLEXITY_LOW,step085_TEMPO_SLOW_COMPLEXITY_LOW.mid
86,67.61988597736492,1.235265365812244,0,TEMPO_SLOW,COMPLEXITY_LOW,step086_TEMPO_SLOW_COMPLEXITY_LOW.mid
87,60.01303713236268,1.227148943743286,0,TEMPO_SLOW,COMPLEXITY_LOW,step087_TEMPO_SLOW_COMPLEXITY_LOW.mid
88,67.63933297334744,1.2172803583662852,0,TEMPO_SLOW,COMPLEXITY_LOW,step088_TEMPO_SLOW_COMPLEXITY_LOW.mid
