step,raw_hrv,raw_eda,action,tempo_bin,complexity_bin,output_file
0,74.71487753566934,5.421718320637544,0,TEMPO_SLOW,COMPLEXITY_LOW,step000_TEMPO_SLOW_COMPLEXITY_LOW.mid
1,55.83722297747523,5.159829884837662,0,TEMPO_SLOW,COMPLEXITY_LOW,step001_TEMPO_SLOW_COMPLEXITY_LOW.mid
2,100.54274482733682,5.004387374334158,0,TEMPO_SLOW,COMPLEXITY_LOW,step002_TEMPO_SLOW_COMPLEXITY_LOW.mid
3,100.51652316197288,4.815652004400838,0,TEMPO_SLOW,COMPLEXITY_LOW,step003_TEMPO_SLOW_COMPLEXITY_LOW.mid
4,94.0798618630112,4.739244071905748,0,TEMPO_SLOW,COMPLEXITY_LOW,step004_TEMPO_SLOW_COMPLEXITY_LOW.mid
5,82.13184567639706,4.596532175426978,0,TEMPO_SLOW,COMPLEXITY_LOW,step005_TEMPO_SLOW_COMPLEXITY_LOW.mid
6,50.003174502399936,4.448551554729815,0,TEMPO_SLOW,COMPLEXITY_LOW,step006_TEMPO_SLOW_COMPLEXITY_LOW.mid
7,48.04759545046381,4.304037281988556,0,TEMPO_SLOW,COMPLEXITY_LOW,step007_TEMPO_SLOW_COMPLEXITY_LOW.mid
8,95.15498538196869,4.177769028687045,0,TEMPO_SLOW,COMPLEXITY_LOW,step008_TEMPO_SLOW_COMPLEXITY_LOW.mid
9,31.109855821776147,4.035182643178619,0,TEMPO_SLOW,COMPLEXITY_LOW,step009_TEMPO_SLOW_COMPLEXITY_LOW.mid
10,33.25927146408947,3.921387414015609,0,TEMPO_SLOW,COMPLEXITY_LOW,step010_TEMPO_SLOW_COMPLEXITY_LOW.mid
11,43.4427522985449,3.820388280041476,0,TEMPO_SLOW,COMPLEXITY_LOW,step011_TEMPO_SLOW_COMPLEXITY_LOW.mid
12,73.90454712781751,3.735922222024185,0,TEMPO_SLOW,COMPLEXITY_LOW,step012_TEMPO_SLOW_COMPLEXITY_LOW.mid
13,66.54154925892378,3.6354846316363534,0,TEMPO_SLOW,COMPLEXITY_LOW,step013_TEMPO_SLOW_COMPLEXITY_LOW.mid
14,52.83818543861316,3.527315200541964,0,TEMPO_SLOW,COMPLEXITY_LOW,step014_TEMPO_SLOW_COMPLEXITY_LOW.mid
15,67.01655247402707,3.4289162629338223,0,TEMPO_SLOW,COMPLEXITY_LOW,step015_TEMPO_SLOW_COMPLEXITY_LOW.mid
16,67.9502664723788,3.333964817345439,0,TEMPO_SLOW,COMPLEXITY_LOW,step016_TEMPO_SLOW_COMPLEXITY_LOW.mid
17,84.29002483657922,3.381003482394333,0,TEMPO_SLOW,COMPLEXITY_LOW,step017_TEMPO_SLOW_COMPLEXITY_LOW.mid
18,50.662056718314375,3.2700986296609456,0,TEMPO_SLOW,COMPLEXITY_LOW,step018_TEMPO_SLOW_COMPLEXITY_LOW.mid
19,35.38759674957563,3.1637120120827773,0,TEMPO_SLOW,COMPLEXITY_LOW,step019_TEMPO_SLOW_COMPLEXITY_LOW.mid
